iteration,total cost,RG Gap
0,16622993.331411973,1.0
1,69692583.1044017,0.7614811707221384
2,22377566.848005686,2.1143950357861527
3,19835201.60280574,0.12817440911920555
4,19244354.071767822,0.03070238309035866
5,19242816.968686145,7.987931726308254e-05
